target_id	length	eff_length	est_counts	tpm
Solyc01g060210.3.1	456	277	0	0
Solyc02g069515.1.1	1210	1031	19	8.17489
Solyc02g070210.3.1	1637	1458	12	3.65099
Solyc09g008950.1.1	828	649	0	0
Solyc03g116390.3.1	617	438	2	2.02555
Solyc06g071340.1.1	96	4.87155	0	0
Solyc11g017470.2.1	1385	1206	1211	445.434
Solyc02g030630.1.1	921	742	0	0
Solyc08g083175.1.1	396	217	0	0
Solyc08g048250.3.1	1857	1678	9	2.37923
Solyc12g032937.1.1	345	166	0	0
Solyc09g009190.3.1	2730	2551	145	25.2141
Solyc12g006870.2.1	1232	1053	101	42.5481
Solyc07g008350.3.1	1670	1491	88	26.1813
Solyc08g068640.3.1	5247	5068	12.3293	1.07916
Solyc02g021520.1.1	279	100	0	0
Solyc09g007250.3.1	1648	1469	739	223.156
Solyc12g087870.2.1	1737	1558	0	0
Solyc03g058213.1.1	309	130	0	0
Solyc02g079280.3.1	1274	1095	28	11.3431
Solyc08g008630.3.1	1303	1124	64	25.2581
Solyc06g005310.3.1	1358	1179	8	3.00998
Solyc12g049120.2.1	1332	1153	0	0
Solyc09g072940.2.1	858	679	0	0
Solyc08g075540.3.1	2634	2455	221	39.9326
Solyc09g091510.3.1	1452	1273	1231	428.96
Solyc04g016177.1.1	1251	1072	0	0
Solyc03g120050.3.1	1594	1415	26	8.15086
Solyc05g018453.1.1	867	688	0	0
Solyc07g065320.3.1	4946	4767	14	1.30278
Solyc05g013560.3.1	448	269	0	0
Solyc01g108380.2.1	1059	880	0	0
Solyc06g035943.1.1	780	601	0	0
Solyc08g006251.1.1	678	499	0	0
Solyc05g025810.3.1	1306	1127	8	3.14886
Solyc03g115350.2.1	507	328	0	0
Solyc12g011190.2.1	1418	1239	12	4.29632
Solyc11g071423.1.1	2259	2080	9.40896	2.00662
Solyc10g045555.1.1	393	214	0	0
Solyc08g080585.1.1	714	535	0	0
Solyc02g005115.1.1	550	371	0	0
Solyc02g086660.3.1	3546	3367	91	11.9891
Solyc04g070987.1.1	535	356	0	0
Solyc03g096193.1.1	399	220	0	0
Solyc10g074520.2.1	1668	1489	104	30.9831
Solyc02g065360.3.1	2862	2683	29	4.79473
Solyc01g020570.2.1	1065	886	0	0
Solyc02g076790.3.1	1037	858	40	20.6804
Solyc03g080115.1.1	945	766	0	0
Solyc03g005470.3.1	839	660	235	157.947
Solyc05g047540.3.1	4664	4485	67.5733	6.68343
Solyc11g020471.1.1	882	703	0	0
Solyc05g005770.3.1	1621	1442	161	49.5276
Solyc03g044420.2.1	1271	1092	20	8.12445
Solyc06g072135.1.1	1409	1230	1	0.360646
Solyc04g054760.3.1	876	697	7	4.45504
Solyc05g014177.1.1	448	269	0	0
Solyc03g111705.1.1	792	613	0	0
Solyc07g015850.1.1	507	328	0	0
Solyc03g063290.3.1	850	671	15	9.91643
Solyc09g020190.3.1	2061	1882	173	40.7768
Solyc11g008340.2.1	3580	3401	295	38.4771
Solyc12g019777.1.1	477	298	0	0
Solyc09g082740.1.1	288	109	0	0
Solyc03g051820.1.1	411	232	0	0
Solyc01g108820.1.1	768	589	0	0
Solyc09g008917.1.1	192	21.9418	0	0
Solyc11g072320.2.1	4765	4586	1585.06	153.32
Solyc03g112770.3.1	871	692	149	95.514
Solyc04g054430.2.1	1054	875	2	1.01393
Solyc10g052660.2.1	600	421	585.769	617.208
Solyc04g083160.2.1	2894	2715	7	1.14371
Solyc02g088510.3.1	1452	1273	9	3.13618
Solyc02g086920.2.1	2778	2599	1	0.170679
Solyc04g039830.2.1	636	457	0	0
Solyc08g062387.1.1	405	226	0	0
Solyc03g117720.3.1	1465	1286	26	8.96849
Solyc04g074165.1.1	420	241	2	3.68129
Solyc07g063080.3.1	2851	2672	1	0.166016
Solyc11g062195.1.1	489	310	0	0
Solyc07g062020.2.1	849	670	0	0
Solyc04g050823.1.1	585	406	0	0
Solyc01g108080.3.1	384	205	0	0
Solyc08g066460.2.1	935	756	0	0
Solyc08g006000.3.1	1005	826	66	35.4446
Solyc03g007825.1.1	885	706	46.0848	28.9561
Solyc03g031655.1.1	882	703	127.884	80.6954
Solyc09g066400.2.1	1555	1376	23.4415	7.55709
Solyc01g091800.3.1	1494	1315	20	6.74669
Solyc06g054690.3.1	2403	2224	136	27.1263
Solyc12g056673.1.1	810	631	0	0
Solyc09g065250.2.1	962	783	0	0
Solyc04g049485.1.1	625	446	0	0
Solyc09g084460.3.1	645	466	6.10239	5.80899
Solyc02g067925.1.1	7689	7510	28.0964	1.65958
Solyc12g006750.1.1	252	73.0112	0	0
Solyc03g122240.3.1	3244	3065	71	10.2758
Solyc01g109550.2.1	978	799	0	0
Solyc06g007920.2.1	490	311	0	0
Solyc01g109780.3.1	2980	2801	137.479	21.7726
Solyc06g008460.2.1	390	211	34	71.4798
Solyc06g011460.1.1	600	421	0	0
Solyc01g081630.3.1	2503	2324	4	0.763503
Solyc09g011040.1.1	1290	1111	17	6.78768
Solyc01g080080.3.1	1806	1627	147	40.079
Solyc10g081420.2.1	6066	5887	0	0
Solyc06g005780.1.1	357	178	0	0
Solyc01g094080.3.1	2132	1953	0	0
Solyc06g069570.3.1	1494	1315	56.7613	19.1476
Solyc01g104590.3.1	2202	2023	1759	385.706
Solyc02g067510.3.1	922	743	0	0
Solyc12g062920.2.1	195	23.5677	0	0
Solyc12g007050.1.1	198	25.324	0	0
Solyc03g026413.1.1	183	17.7996	0	0
Solyc09g064220.2.1	438	259	0	0
Solyc12g038970.2.1	2016	1837	189	45.6393
Solyc07g032745.1.1	1125	946	2	0.937833
Solyc02g078430.3.1	795	616	0	0
Solyc10g054040.2.1	1864	1685	20	5.26522
Solyc03g121770.2.1	2064	1885	0	0
Solyc09g072870.3.1	1463	1284	431	148.901
Solyc03g063690.1.1	1791	1612	14	3.85256
Solyc11g067200.2.1	4337	4158	397	42.3538
Solyc09g055900.3.1	1694	1515	0	0
Solyc01g105230.3.1	7135	6956	920.621	58.7094
Solyc03g120475.1.1	919	740	0	0
Solyc08g007950.3.1	3366	3187	193	26.8635
Solyc06g050185.1.1	204	29.2345	0	0
Solyc04g016060.1.1	846	667	11	7.31566
Solyc02g062170.3.1	1014	835	0	0
Solyc08g076500.3.1	207	31.3862	0	0
Solyc08g066190.2.1	2450	2271	16.5942	3.24134
Solyc09g007320.3.1	2220	2041	223.138	48.4972
Solyc05g012550.3.1	1211	1032	0	0
Solyc06g073033.1.1	438	259	0	0
Solyc02g090135.1.1	2374	2195	2	0.404187
Solyc06g051060.3.1	1647	1468	0	0
Solyc03g007500.3.1	2046	1867	40.3259	9.58135
Solyc07g042093.1.1	654	475	0	0
Solyc06g076130.3.1	5236	5057	79	6.9298
Solyc06g076910.2.1	6763	6584	0	0
Solyc12g013870.2.1	1226	1047	48	20.3367
Solyc02g081570.3.1	2085	1906	0	0
Solyc07g005740.1.1	1431	1252	5	1.77155
Solyc02g086850.2.1	2888	2709	0	0
Solyc11g011130.2.1	1870	1691	107	28.069
Solyc03g118660.3.1	1672	1493	43	12.776
Solyc05g009890.1.1	1362	1183	1	0.374975
Solyc02g030220.1.1	1017	838	2	1.0587
Solyc02g069547.1.1	744	565	0	0
Solyc09g008940.3.1	1682	1503	32	9.44447
Solyc05g006323.1.1	1341	1162	353	134.758
Solyc01g100590.3.1	1474	1295	122	41.7904
Solyc11g068810.2.1	709	530	19	15.9025
Solyc10g047480.1.1	1443	1264	0	0
Solyc01g086970.3.1	585	406	614	670.856
Solyc02g069730.3.1	1243	1064	7.04817	2.93847
Solyc09g055235.1.1	561	382	0	0
Solyc07g025120.1.1	234	55.1953	0	0
Solyc09g097865.1.1	3472	3293	5	0.673543
Solyc06g073100.3.1	1203	1024	0	0
Solyc10g080045.1.1	1790	1611	21	5.78243
Solyc06g060970.2.1	6163	5984	7.7346	0.573367
Solyc06g066470.3.1	240	61.0822	0	0
Solyc03g025340.1.1	1050	871	59	30.0484
Solyc02g091570.1.1	1125	946	0	0
Solyc03g118120.3.1	830	651	8	5.45125
Solyc12g013480.2.1	197	24.7239	0	0
Solyc02g068620.1.1	375	196	0	0
Solyc03g082975.1.1	456	277	34.2633	54.8701
Solyc12g089293.1.1	768	589	0	0
Solyc12g096130.2.1	84	4.40283	0	0
Solyc01g080530.3.1	1352	1173	104	39.3298
Solyc05g014980.3.1	1193	1014	25	10.9368
Solyc04g024340.3.1	972	793	42	23.4943
Solyc03g081290.1.1	297	118	0	0
Solyc02g069230.3.1	4256	4077	287	31.2268
Solyc12g099420.2.1	2427	2248	54	10.6558
Solyc02g030185.1.1	1050	871	0	0
Solyc11g012840.2.1	1311	1132	62.4177	24.4595
Solyc09g098470.2.1	2529	2350	0	0
Solyc08g006290.2.1	798	619	0	0
Solyc03g005730.3.1	1807	1628	521	141.961
Solyc02g083130.3.1	1482	1303	4	1.36177
Solyc03g025860.3.1	1991	1812	4	0.979239
Solyc04g005030.3.1	2062	1883	499	117.554
Solyc01g073940.3.1	2300	2121	214	44.7569
Solyc08g062700.3.1	2066	1887	169	39.7284
Solyc06g084170.3.1	406	227	0	0
Solyc11g050810.1.1	720	541	0	0
Solyc03g083385.1.1	372	193	0	0
Solyc09g066495.1.1	479	300	17.4166	25.753
Solyc06g008150.3.1	2569	2390	157	29.1399
Solyc09g075560.1.1	1104	925	30	14.3869
Solyc01g103945.1.1	303	124	0	0
Solyc05g053715.1.1	243	64.0516	0	0
Solyc01g067360.3.1	1402	1223	1	0.362711
Solyc08g041660.1.1	192	21.9418	0	0
Solyc07g065970.2.1	828	649	18	12.3031
Solyc06g072550.3.1	925	746	0	0
Solyc12g015750.1.1	468	289	0	0
Solyc06g043034.1.1	1068	889	0	0
Solyc01g109710.3.1	1132	953	312	145.227
Solyc04g081165.1.1	215	37.7159	0	0
Solyc07g041440.2.1	333	154	0	0
Solyc10g078350.2.1	3533	3354	0	0
Solyc05g016710.2.1	675	496	0	0
Solyc05g049915.1.1	680	501	0	0
Solyc06g010025.1.1	465	286	0	0
Solyc10g085490.2.1	1688	1509	41	12.0526
Solyc07g006230.1.1	396	217	0	0
Solyc04g015780.1.1	555	376	0	0
