target_id	length	eff_length	est_counts	tpm
Solyc04g071540.3.1	3007	2828	32	3.54528
Solyc12g062470.2.1	485	306	0	0
Solyc06g050840.3.1	977	798	3	1.17787
Solyc10g009530.3.1	1365	1186	0	0
Solyc07g052480.3.1	3041	2862	861.909	94.3565
Solyc01g008410.2.1	2163	1984	0	0
Solyc11g072650.2.1	1699	1520	0	0
Solyc01g101080.2.1	666	487	0	0
Solyc06g011490.3.1	1249	1070	4101	1200.84
Solyc09g020130.3.1	1655	1476	131.817	27.9811
Solyc11g012600.2.1	1028	849	97.672	36.0448
Solyc03g096645.1.1	4058	3879	70.8847	5.72549
Solyc02g070420.2.1	1007	828	2	0.756797
Solyc01g090710.3.1	1946	1767	20	3.54628
Solyc05g013230.2.1	342	163	0	0
Solyc11g028080.2.1	685	506	11	6.81118
Solyc03g032030.3.1	1722	1543	8	1.62444
Solyc06g053950.2.1	645	466	0	0
Solyc12g009050.2.1	2268	2089	3.10047	0.465018
Solyc09g015100.3.1	446	267	0	0
Solyc08g061740.2.1	261	82.002	0	0
Solyc07g008020.3.1	817	638	3	1.47326
Solyc07g005470.3.1	2223	2044	79	12.1095
Solyc12g042880.2.1	1074	895	28	9.802
Solyc07g066275.1.1	1327	1148	14.7811	4.03409
Solyc01g017410.2.1	501	322	0	0
Solyc02g014490.3.1	2997	2818	493.458	54.8643
Solyc07g014585.1.1	1067	888	0	0
Solyc08g059780.2.1	1452	1273	7	1.72286
Solyc02g080590.3.1	821	642	119	58.0754
Solyc01g066580.2.1	135	7.48819	0	0
Solyc02g089930.3.1	2658	2479	175	22.1178
Solyc04g081560.3.1	2712	2533	3	0.371079
Solyc12g010740.2.1	949	770	2	0.813803
Solyc09g030420.3.1	357	178	0	0
Solyc09g056430.3.1	1825	1646	7	1.33244
Solyc07g009280.3.1	518	339	0	0
Solyc07g032670.2.1	1243	1064	2	0.588936
Solyc04g018000.2.1	1215	1036	0	0
Solyc01g057490.3.1	442	263	0	0
Solyc04g006990.3.1	1321	1142	53	14.5408
Solyc04g009900.3.1	1390	1211	198.861	51.4501
Solyc02g021063.1.1	1655	1476	11.9676	2.54038
Solyc04g072470.3.1	508	329	0	0
Solyc06g082020.3.1	489	310	0	0
Solyc11g072800.2.1	4144	3965	303	23.943
Solyc08g080110.3.1	2880	2701	169	19.6039
Solyc08g074680.2.1	5534	5355	29	1.69675
Solyc00g005850.2.1	566	387	0	0
Solyc12g009745.1.1	2898	2719	0	0
Solyc10g008210.3.1	4197	4018	14	1.09169
Solyc06g072480.1.1	516	337	0	0
Solyc09g057715.1.1	519	340	0	0
Solyc05g015710.3.1	1126	947	218	72.1251
Solyc12g097070.2.1	1320	1141	20	5.49192
Solyc12g019340.1.1	183	17.7996	0	0
Solyc05g006260.1.1	183	17.7996	0	0
Solyc01g067380.3.1	1781	1602	322	62.9757
Solyc12g042120.2.1	508	329	0	0
Solyc07g006800.1.1	1362	1183	0	0
Solyc09g009280.1.1	885	706	0	0
Solyc06g005070.2.1	2155	1976	23	3.64687
Solyc11g066760.2.1	2304	2125	28	4.12837
Solyc06g071540.3.1	3375	3196	10	0.980332
Solyc09g065150.1.1	150	9.35544	0	0
Solyc10g081230.2.1	1185	1006	1.93553	0.602813
Solyc01g106390.3.1	2020	1841	35	5.95654
Solyc09g007080.3.1	5868	5689	261.665	14.4108
Solyc11g066500.2.1	3576	3397	325	29.9756
Solyc01g102637.1.1	282	103	0	0
Solyc03g060510.3.1	1738	1559	8	1.60777
Solyc11g066460.1.1	651	472	42	27.8796
Solyc06g082800.3.1	1406	1227	14	3.5749
Solyc01g105290.3.1	1594	1415	27	5.97843
Solyc08g062965.1.1	528	349	0	0
Solyc03g058900.2.1	501	322	0	0
Solyc11g011542.1.1	477	298	2	2.10278
Solyc03g007860.1.1	558	379	38	31.4141
Solyc06g048620.3.1	4542	4363	3	0.215435
Solyc03g006490.3.1	1155	976	610	195.821
Solyc11g017373.1.1	738	559	0	0
Solyc09g060100.3.1	5908	5729	22.2736	1.21813
Solyc03g006950.2.1	2238	2059	0	0
Solyc03g114300.3.1	2676	2497	25	3.13691
Solyc02g011755.1.1	321	142	0	0
Solyc11g010105.1.1	741	562	7	3.90249
Solyc09g092080.3.1	862	683	53.6927	24.6306
Solyc05g055160.3.1	2243	2064	6996.38	1062.05
Solyc06g053780.3.1	2021	1842	328	55.791
Solyc07g055920.3.1	1156	977	253	81.1346
Solyc02g062040.3.1	1448	1269	198	48.8859
Solyc05g046390.3.1	754	575	267	145.487
Solyc09g042300.2.1	2512	2333	0	0
Solyc03g044600.2.1	1206	1027	0	0
Solyc11g067270.1.1	1293	1114	0	0
Solyc09g083370.3.1	1089	910	1.38721	0.477616
Solyc09g018235.1.1	789	610	0	0
Solyc03g115845.1.1	300	121	0	0
Solyc07g065280.3.1	693	514	346	210.908
Solyc10g018885.1.1	357	178	12	21.1223
Solyc10g051050.2.1	2773	2594	3.51253	0.424258
Solyc03g007680.3.1	1191	1012	134	41.4863
Solyc03g115800.1.1	1281	1102	0	0
Solyc05g005910.3.1	1815	1636	0	0
Solyc07g032300.1.1	213	36.0583	0	0
Solyc01g091860.3.1	3645	3466	20.5573	1.8583
Solyc12g098660.2.1	1485	1306	31	7.43701
Solyc04g057890.3.1	4289	4110	166.638	12.7031
Solyc06g008960.3.1	4420	4241	72	5.31917
Solyc02g030520.1.1	69	3.93736	0	0
Solyc10g044967.1.1	720	541	0	0
Solyc07g026705.1.1	641	462	0	0
Solyc07g039384.1.1	453	274	0	0
Solyc08g005440.3.1	3192	3013	43	4.47146
Solyc01g005610.3.1	1068	889	0	0
Solyc04g050345.1.1	390	211	0	0
Solyc10g086290.2.1	1363	1184	0	0
Solyc12g035860.1.1	315	136	1	2.30378
Solyc05g016473.1.1	3230	3051	0	0
Solyc02g088954.1.1	675	496	0	0
Solyc08g082330.3.1	484	305	0	0
Solyc05g026050.3.1	1505	1326	229	54.1093
Solyc10g050630.1.1	315	136	0	0
Solyc07g039540.1.1	246	67.0317	0	0
Solyc01g096185.1.1	435	256	8	9.79107
Solyc07g021740.2.1	811	632	0	0
Solyc02g062375.1.1	3217	3038	258.041	26.6122
Solyc12g009620.2.1	1820	1641	70	13.365
Solyc05g012170.2.1	783	604	0	0
Solyc01g103803.1.1	699	520	0	0
Solyc12g087900.2.1	1377	1198	0	0
Solyc09g090660.3.1	2092	1913	194.167	31.8009
Solyc02g081700.1.1	747	568	237	130.731
Solyc08g079580.1.1	447	268	0	0
Solyc04g057880.3.1	6172	5993	38.3624	2.00559
Solyc05g021090.3.1	1542	1363	3.11766	0.716659
Solyc06g082000.3.1	2271	2092	8	1.19814
Solyc11g045540.1.1	447	268	0	0
Solyc10g084360.1.1	165	12.1958	0	0
Solyc03g062745.1.1	441	262	0	0
Solyc04g050550.2.1	2358	2179	6	0.862728
Solyc05g024454.1.1	521	342	0	0
Solyc09g016957.1.1	339	160	0	0
Solyc09g060170.1.1	1035	856	0	0
Solyc05g055790.3.1	2662	2483	89	11.2303
Solyc01g096255.1.1	405	226	1.81599	2.51759
Solyc05g054170.3.1	4313	4134	181.166	13.7305
Solyc01g005730.3.1	3708	3529	0	0
Solyc10g018355.1.1	780	601	0	0
Solyc08g076830.1.1	1026	847	5	1.84955
Solyc10g045040.1.1	225	46.6066	0	0
Solyc03g081203.1.1	183	17.7996	0	0
Solyc02g085700.2.1	2892	2713	2215	255.802
Solyc12g008580.2.1	2991	2812	62	6.90806
Solyc08g014290.1.1	1188	1009	49	15.2155
Solyc01g102970.3.1	2799	2620	155	18.5358
Solyc08g044540.1.1	225	46.6066	1	6.72253
Solyc06g060270.3.1	3396	3217	19	1.85047
Solyc06g072570.3.1	1211	1032	191	57.9874
Solyc01g109070.2.1	616	437	20	14.3393
Solyc05g041900.1.1	285	106	0	0
Solyc01g010050.3.1	1875	1696	218.424	40.3511
Solyc08g061450.2.1	1512	1333	0	0
Solyc10g055740.2.1	1711	1532	15	3.0677
Solyc01g086900.3.1	3177	2998	9	0.940569
Solyc11g007120.2.1	1251	1072	64	18.7053
Solyc01g104448.1.1	516	337	0	0
Solyc01g060410.3.1	279	100	0	0
Solyc02g080470.3.1	3187	3008	218	22.7069
Solyc08g045760.1.1	261	82.002	0	0
Solyc11g008720.2.1	2785	2606	55	6.61254
Solyc05g051840.1.1	1134	955	108	35.4324
Solyc02g084550.3.1	1100	921	107	36.4002
Solyc04g017965.1.1	300	121	0	0
Solyc07g045250.1.1	213	36.0583	72	625.615
Solyc02g092420.3.1	2392	2213	27	3.82263
Solyc10g055650.2.1	3037	2858	758	83.0973
Solyc07g007290.1.1	1572	1393	3	0.674761
Solyc06g068930.2.1	1137	958	9	2.94345
Solyc05g009050.3.1	4077	3898	1.05223	0.0845761
Solyc04g054730.3.1	2506	2327	139	18.7154
Solyc03g034201.1.1	498	319	0	0
Solyc06g007165.1.1	2062	1883	0	0
Solyc03g013630.3.1	2749	2570	42.3463	5.16252
Solyc03g112200.1.1	756	577	161	87.4239
Solyc02g083630.3.1	2225	2046	8.14802	1.24775
Solyc02g092810.3.1	868	689	5	2.27369
Solyc10g082060.1.1	759	580	0	0
Solyc01g087570.2.1	548	369	33	28.02
Solyc09g063140.3.1	2272	2093	103.992	15.5672
Solyc01g060210.3.1	456	277	0	0
Solyc02g069515.1.1	1210	1031	19	5.77397
Solyc02g070210.3.1	1637	1458	13	2.79361
Solyc09g008950.1.1	828	649	58	28.0003
Solyc03g116390.3.1	617	438	14	10.0146
Solyc06g071340.1.1	96	4.87155	0	0
Solyc11g017470.2.1	1385	1206	579	150.422
Solyc02g030630.1.1	921	742	1.21649e-06	5.13671e-07
Solyc08g083175.1.1	396	217	0	0
Solyc08g048250.3.1	1857	1678	0	0
Solyc12g032937.1.1	345	166	0	0
Solyc09g009190.3.1	2730	2551	85	10.4397
Solyc12g006870.2.1	1232	1053	185	55.0457
Solyc07g008350.3.1	1670	1491	37	7.77506
Solyc08g068640.3.1	5247	5068	6.45657	0.399158
Solyc02g021520.1.1	279	100	0	0
Solyc09g007250.3.1	1648	1469	448	95.5512
Solyc12g087870.2.1	1737	1558	0	0
Solyc03g058213.1.1	309	130	0	0
Solyc02g079280.3.1	1274	1095	0	0
Solyc08g008630.3.1	1303	1124	72	20.0699
Solyc06g005310.3.1	1358	1179	94.6494	25.1527
Solyc12g049120.2.1	1332	1153	1	0.271738
Solyc09g072940.2.1	858	679	0	0
Solyc08g075540.3.1	2634	2455	1327	169.356
Solyc09g091510.3.1	1452	1273	2151	529.41
Solyc04g016177.1.1	1251	1072	1.04741	0.306126
Solyc03g120050.3.1	1594	1415	16.9221	3.74696
Solyc05g018453.1.1	867	688	0	0
Solyc07g065320.3.1	4946	4767	18	1.18306
Solyc05g013560.3.1	448	269	14	16.3063
Solyc01g108380.2.1	1059	880	1	0.356039
Solyc06g035943.1.1	780	601	0	0
Solyc08g006251.1.1	678	499	0	0
Solyc05g025810.3.1	1306	1127	0	0
Solyc03g115350.2.1	507	328	0	0
Solyc12g011190.2.1	1418	1239	11	2.78164
Solyc11g071423.1.1	2259	2080	12.5056	1.88373
Solyc10g045555.1.1	393	214	0	0
Solyc08g080585.1.1	714	535	2.94474	1.72454
Solyc02g005115.1.1	550	371	0	0
Solyc02g086660.3.1	3546	3367	104.985	9.76934
Solyc04g070987.1.1	535	356	0	0
Solyc03g096193.1.1	399	220	0	0
Solyc10g074520.2.1	1668	1489	44	9.25844
Solyc02g065360.3.1	2862	2683	43	5.02143
Solyc01g020570.2.1	1065	886	2.03213	0.718617
Solyc02g076790.3.1	1037	858	80	29.2134
Solyc03g080115.1.1	945	766	0	0
Solyc03g005470.3.1	839	660	20	9.49437
Solyc05g047540.3.1	4664	4485	16.9018	1.18073
Solyc11g020471.1.1	882	703	0	0
Solyc05g005770.3.1	1621	1442	199	43.2382
Solyc03g044420.2.1	1271	1092	8	2.29534
Solyc06g072135.1.1	1409	1230	2	0.509454
Solyc04g054760.3.1	876	697	16	7.19229
Solyc05g014177.1.1	448	269	0	0
Solyc03g111705.1.1	792	613	0	0
Solyc07g015850.1.1	507	328	0	0
Solyc03g063290.3.1	850	671	39.2399	18.3225
Solyc09g020190.3.1	2061	1882	210	34.9607
Solyc11g008340.2.1	3580	3401	368	33.9017
Solyc12g019777.1.1	477	298	0	0
Solyc09g082740.1.1	288	109	0	0
Solyc03g051820.1.1	411	232	0	0
Solyc01g108820.1.1	768	589	5	2.65971
Solyc09g008917.1.1	192	21.9418	0	0
Solyc11g072320.2.1	4765	4586	564.639	38.5759
Solyc03g112770.3.1	871	692	358	162.09
Solyc04g054430.2.1	1054	875	1	0.358073
Solyc10g052660.2.1	600	421	470.444	350.111
Solyc04g083160.2.1	2894	2715	20	2.30802
Solyc02g088510.3.1	1452	1273	76	18.7053
Solyc02g086920.2.1	2778	2599	0	0
Solyc04g039830.2.1	636	457	0	0
Solyc08g062387.1.1	405	226	0	0
Solyc03g117720.3.1	1465	1286	3	0.730904
Solyc04g074165.1.1	420	241	33	42.9019
Solyc07g063080.3.1	2851	2672	8	0.938066
Solyc11g062195.1.1	489	310	0	0
Solyc07g062020.2.1	849	670	0	0
Solyc04g050823.1.1	585	406	0	0
Solyc01g108080.3.1	384	205	0	0
Solyc08g066460.2.1	935	756	0	0
Solyc08g006000.3.1	1005	826	209	79.2768
Solyc03g007825.1.1	885	706	16.8237	7.46615
Solyc03g031655.1.1	882	703	8	3.56545
Solyc09g066400.2.1	1555	1376	0	0
Solyc01g091800.3.1	1494	1315	14	3.33566
Solyc06g054690.3.1	2403	2224	179	25.2173
Solyc12g056673.1.1	810	631	0	0
Solyc09g065250.2.1	962	783	7	2.80102
Solyc04g049485.1.1	625	446	0	0
Solyc09g084460.3.1	645	466	9	6.05113
Solyc02g067925.1.1	7689	7510	59.7031	2.49079
Solyc12g006750.1.1	252	73.0112	0	0
Solyc03g122240.3.1	3244	3065	96	9.81343
Solyc01g109550.2.1	978	799	2	0.784266
Solyc06g007920.2.1	490	311	0	0
Solyc01g109780.3.1	2980	2801	110.002	12.3046
Solyc06g008460.2.1	390	211	24.7061	36.6861
Solyc06g011460.1.1	600	421	0	0
Solyc01g081630.3.1	2503	2324	26	3.50524
Solyc09g011040.1.1	1290	1111	1	0.282011
Solyc01g080080.3.1	1806	1627	116	22.3383
Solyc10g081420.2.1	6066	5887	16.648	0.886031
Solyc06g005780.1.1	357	178	0	0
Solyc01g094080.3.1	2132	1953	0	0
Solyc06g069570.3.1	1494	1315	694.55	165.485
Solyc01g104590.3.1	2202	2023	960	148.681
Solyc02g067510.3.1	922	743	319	134.518
Solyc12g062920.2.1	195	23.5677	119	1582.01
Solyc12g007050.1.1	198	25.324	0	0
Solyc03g026413.1.1	183	17.7996	0	0
Solyc09g064220.2.1	438	259	0	0
Solyc12g038970.2.1	2016	1837	264	45.0272
Solyc07g032745.1.1	1125	946	0	0
Solyc02g078430.3.1	795	616	9	4.57764
Solyc10g054040.2.1	1864	1685	0	0
Solyc03g121770.2.1	2064	1885	0	0
Solyc09g072870.3.1	1463	1284	601	146.652
Solyc03g063690.1.1	1791	1612	2	0.388727
Solyc11g067200.2.1	4337	4158	216	16.2761
Solyc09g055900.3.1	1694	1515	0	0
Solyc01g105230.3.1	7135	6956	673.4	30.3315
Solyc03g120475.1.1	919	740	18	7.62115
Solyc08g007950.3.1	3366	3187	120	11.7972
Solyc06g050185.1.1	204	29.2345	0	0
Solyc04g016060.1.1	846	667	0	0
Solyc02g062170.3.1	1014	835	0	0
Solyc08g076500.3.1	207	31.3862	0	0
Solyc08g066190.2.1	2450	2271	9.55854	1.31873
Solyc09g007320.3.1	2220	2041	41.3792	6.35213
Solyc05g012550.3.1	1211	1032	2.08119	0.631847
Solyc06g073033.1.1	438	259	0	0
Solyc02g090135.1.1	2374	2195	1	0.14274
Solyc06g051060.3.1	1647	1468	0	0
Solyc03g007500.3.1	2046	1867	54.0268	9.06661
Solyc07g042093.1.1	654	475	0	0
Solyc06g076130.3.1	5236	5057	28	1.73478
Solyc06g076910.2.1	6763	6584	0	0
Solyc12g013870.2.1	1226	1047	36	10.773
Solyc02g081570.3.1	2085	1906	93.0872	15.302
Solyc07g005740.1.1	1431	1252	7	1.75176
Solyc02g086850.2.1	2888	2709	0	0
Solyc11g011130.2.1	1870	1691	117	21.6781
Solyc03g118660.3.1	1672	1493	47	9.8632
Solyc05g009890.1.1	1362	1183	11	2.91332
Solyc02g030220.1.1	1017	838	1	0.373883
Solyc02g069547.1.1	744	565	0	0
Solyc09g008940.3.1	1682	1503	45	9.38066
Solyc05g006323.1.1	1341	1162	152	40.9843
Solyc01g100590.3.1	1474	1295	199	48.1463
Solyc11g068810.2.1	709	530	101	59.707
Solyc10g047480.1.1	1443	1264	0	0
Solyc01g086970.3.1	585	406	1046	807.208
Solyc02g069730.3.1	1243	1064	1.0004	0.294585
Solyc09g055235.1.1	561	382	0	0
Solyc07g025120.1.1	234	55.1953	0	0
Solyc09g097865.1.1	3472	3293	4	0.380582
Solyc06g073100.3.1	1203	1024	1	0.305971
Solyc10g080045.1.1	1790	1611	10	1.94484
Solyc06g060970.2.1	6163	5984	15.4692	0.809946
Solyc06g066470.3.1	240	61.0822	0	0
Solyc03g025340.1.1	1050	871	299	107.556
Solyc02g091570.1.1	1125	946	0	0
Solyc03g118120.3.1	830	651	16	7.7005
Solyc12g013480.2.1	197	24.7239	0	0
Solyc02g068620.1.1	375	196	0	0
Solyc03g082975.1.1	456	277	76.8654	86.9423
Solyc12g089293.1.1	768	589	0	0
Solyc12g096130.2.1	84	4.40283	0	0
Solyc01g080530.3.1	1352	1173	161	43.0039
Solyc05g014980.3.1	1193	1014	208	64.2696
Solyc04g024340.3.1	972	793	76	30.0276
Solyc03g081290.1.1	297	118	0	0
Solyc02g069230.3.1	4256	4077	304	23.3621
Solyc12g099420.2.1	2427	2248	89	12.4043
Solyc02g030185.1.1	1050	871	0	0
Solyc11g012840.2.1	1311	1132	167.973	46.4913
Solyc09g098470.2.1	2529	2350	0	0
Solyc08g006290.2.1	798	619	556.37	281.613
Solyc03g005730.3.1	1807	1628	670	128.944
Solyc02g083130.3.1	1482	1303	13	3.12593
Solyc03g025860.3.1	1991	1812	11	1.90202
Solyc04g005030.3.1	2062	1883	262	43.5944
Solyc01g073940.3.1	2300	2121	162	23.9306
Solyc08g062700.3.1	2066	1887	403	66.9134
Solyc06g084170.3.1	406	227	0	0
Solyc11g050810.1.1	720	541	0	0
Solyc03g083385.1.1	372	193	0	0
Solyc09g066495.1.1	479	300	38.382	40.0854
Solyc06g008150.3.1	2569	2390	73	9.56984
Solyc09g075560.1.1	1104	925	32	10.839
Solyc01g103945.1.1	303	124	0	0
Solyc05g053715.1.1	243	64.0516	0	0
Solyc01g067360.3.1	1402	1223	108	27.668
Solyc08g041660.1.1	192	21.9418	0	0
Solyc07g065970.2.1	828	649	24	11.5863
Solyc06g072550.3.1	925	746	0	0
Solyc12g015750.1.1	468	289	0	0
Solyc06g043034.1.1	1068	889	0	0
Solyc01g109710.3.1	1132	953	203	66.7395
Solyc04g081165.1.1	215	37.7159	0	0
Solyc07g041440.2.1	333	154	0	0
