target_id	length	eff_length	est_counts	tpm
Solyc04g009590.3.1	568	389	0	0
Solyc02g077240.3.1	2165	1986	50	9.53829
Solyc03g083100.3.1	1862	1683	115	25.8877
Solyc08g006645.1.1	406	227	0	0
Solyc04g007825.1.1	1329	1150	2.13903	0.704692
Solyc03g044060.3.1	3067	2888	3	0.393553
Solyc06g008980.3.1	1496	1317	5	1.43835
Solyc10g050757.1.1	1464	1285	0	0
Solyc01g094710.2.1	359	180	0	0
Solyc05g017830.2.1	232	53.2554	0	0
Solyc11g027940.2.1	462	283	0	0
Solyc03g034130.3.1	840	661	0	0
Solyc04g011990.2.1	3364	3185	0	0
Solyc07g017560.3.1	2822	2643	13	1.86348
Solyc01g005380.2.1	1818	1639	21.1781	4.89539
Solyc12g005820.2.1	826	647	10	5.85565
Solyc03g116170.3.1	1234	1055	38	13.6462
Solyc04g016010.3.1	2019	1840	18.1338	3.7338
Solyc12g098590.2.1	2992	2813	39	5.2526
Solyc03g082575.1.1	2097	1918	63.4924	12.5416
Solyc09g020070.2.1	1401	1222	0	0
Solyc07g017330.2.1	730	551	0	0
Solyc01g021700.2.1	1146	967	0	0
Solyc09g055550.3.1	1685	1506	0	0
Solyc01g014537.1.1	654	475	3	2.39281
Solyc03g098750.3.1	1586	1407	595	160.215
Solyc06g054230.3.1	1995	1816	3	0.625871
Solyc09g010340.2.1	1272	1093	0	0
Solyc06g043140.3.1	1035	856	0	0
Solyc03g034165.1.1	1203	1024	0	0
Solyc01g012640.2.1	561	382	0	0
Solyc05g023660.2.1	1239	1060	2	0.714832
Solyc11g008140.2.1	1826	1647	8	1.84025
Solyc02g062930.3.1	1567	1388	28	7.64273
Solyc08g066400.2.1	953	774	0	0
Solyc10g036690.2.1	93	4.74468	0	0
Solyc09g011710.3.1	939	760	311	155.034
Solyc12g096860.2.1	2683	2504	0	0
Solyc02g063040.3.1	1276	1097	7	2.41753
Solyc06g076840.2.1	2830	2651	0	0
Solyc01g056940.2.1	756	577	325.206	213.532
Solyc06g054620.3.1	855	676	0	0
Solyc01g056270.2.1	701	522	0	0
Solyc01g020230.3.1	2531	2352	2.45076	0.394768
Solyc01g014107.1.1	766	587	0	0
Solyc06g052140.2.1	885	706	0	0
Solyc05g052990.3.1	658	479	4	3.16376
Solyc06g033810.2.1	609	430	0	0
Solyc01g009690.2.1	2586	2407	0	0
Solyc02g078420.2.1	309	130	2	5.82863
Solyc07g041240.2.1	468	289	3	3.93281
Solyc12g038770.2.1	729	550	0	0
Solyc06g052080.3.1	2780	2601	169	24.6165
Solyc11g020740.2.1	90	4.62459	0	0
Solyc01g014180.3.1	976	797	645	306.606
Solyc12g038350.2.1	872	693	0	0
Solyc03g031650.3.1	738	559	26	17.6214
Solyc11g072410.2.1	2582	2403	50.515	7.96428
Solyc06g008100.3.1	663	484	0	0
Solyc09g083445.1.1	618	439	2.36589	2.04178
Solyc06g064740.3.1	358	179	0	0
Solyc02g062260.2.1	226	47.5399	0	0
Solyc11g006650.2.1	2753	2574	24	3.5325
Solyc10g008330.3.1	689	510	1	0.742864
Solyc10g036640.2.1	240	61.0822	0	0
Solyc11g063580.2.1	291	112	5	16.9134
Solyc01g111080.3.1	23222	23043	149.845	2.46368
Solyc04g071540.3.1	3007	2828	42	5.62665
Solyc12g062470.2.1	485	306	0	0
Solyc06g050840.3.1	977	798	2	0.949526
Solyc10g009530.3.1	1365	1186	0	0
Solyc07g052480.3.1	3041	2862	354.426	46.9176
Solyc01g008410.2.1	2163	1984	0	0
Solyc11g072650.2.1	1699	1520	0	0
Solyc01g101080.2.1	666	487	0	0
Solyc06g011490.3.1	1249	1070	2004	709.567
Solyc09g020130.3.1	1655	1476	133.672	34.311
Solyc11g012600.2.1	1028	849	50.461	22.5179
Solyc03g096645.1.1	4058	3879	53.76	5.25072
Solyc02g070420.2.1	1007	828	1	0.457561
Solyc01g090710.3.1	1946	1767	3	0.643227
Solyc05g013230.2.1	342	163	0	0
Solyc11g028080.2.1	685	506	25	18.7184
Solyc03g032030.3.1	1722	1543	11	2.70089
Solyc06g053950.2.1	645	466	4	3.25202
Solyc12g009050.2.1	2268	2089	3	0.54408
Solyc09g015100.3.1	446	267	0	0
Solyc08g061740.2.1	261	82.002	0	0
Solyc07g008020.3.1	817	638	10	5.93826
Solyc07g005470.3.1	2223	2044	60	11.1212
Solyc12g042880.2.1	1074	895	77	32.5947
Solyc07g066275.1.1	1327	1148	14.7811	4.87804
Solyc01g017410.2.1	501	322	0	0
Solyc02g014490.3.1	2997	2818	35	4.70551
Solyc07g014585.1.1	1067	888	0	0
Solyc08g059780.2.1	1452	1273	4	1.19045
Solyc02g080590.3.1	821	642	106	62.5533
Solyc01g066580.2.1	135	7.48819	0	0
Solyc02g089930.3.1	2658	2479	171	26.1336
Solyc04g081560.3.1	2712	2533	1	0.14957
Solyc12g010740.2.1	949	770	6	2.95216
Solyc09g030420.3.1	357	178	0	0
Solyc09g056430.3.1	1825	1646	12	2.76205
Solyc07g009280.3.1	518	339	0	0
Solyc07g032670.2.1	1243	1064	0	0
Solyc04g018000.2.1	1215	1036	0	0
Solyc01g057490.3.1	442	263	0	0
Solyc04g006990.3.1	1321	1142	98	32.5117
Solyc04g009900.3.1	1390	1211	126.305	39.5146
Solyc02g021063.1.1	1655	1476	0	0
Solyc04g072470.3.1	508	329	0	0
Solyc06g082020.3.1	489	310	0	0
Solyc11g072800.2.1	4144	3965	1	0.0955513
Solyc08g080110.3.1	2880	2701	157	22.0219
Solyc08g074680.2.1	5534	5355	29	2.05172
Solyc00g005850.2.1	566	387	0	0
Solyc12g009745.1.1	2898	2719	2	0.278677
Solyc10g008210.3.1	4197	4018	6	0.565745
Solyc06g072480.1.1	516	337	0	0
Solyc09g057715.1.1	519	340	1	1.1143
Solyc05g015710.3.1	1126	947	121	48.4078
Solyc12g097070.2.1	1320	1141	18	5.97677
Solyc12g019340.1.1	183	17.7996	0	0
Solyc05g006260.1.1	183	17.7996	0	0
Solyc01g067380.3.1	1781	1602	246	58.1771
Solyc12g042120.2.1	508	329	0	0
Solyc07g006800.1.1	1362	1183	0	0
Solyc09g009280.1.1	885	706	0	0
Solyc06g005070.2.1	2155	1976	12	2.30077
Solyc11g066760.2.1	2304	2125	16	2.8526
Solyc06g071540.3.1	3375	3196	8	0.948337
Solyc09g065150.1.1	150	9.35544	0	0
Solyc10g081230.2.1	1185	1006	6.9965	2.63489
Solyc01g106390.3.1	2020	1841	267	54.9461
Solyc09g007080.3.1	5868	5689	206.19	13.7313
Solyc11g066500.2.1	3576	3397	255	28.4397
Solyc01g102637.1.1	282	103	0	0
Solyc03g060510.3.1	1738	1559	8	1.94412
Solyc11g066460.1.1	651	472	56	44.9496
Solyc06g082800.3.1	1406	1227	20	6.1754
Solyc01g105290.3.1	1594	1415	52	13.9228
Solyc08g062965.1.1	528	349	0	0
Solyc03g058900.2.1	501	322	0	0
Solyc11g011542.1.1	477	298	1	1.27135
Solyc03g007860.1.1	558	379	29	28.9893
Solyc06g048620.3.1	4542	4363	5	0.434175
Solyc03g006490.3.1	1155	976	130	50.463
Solyc11g017373.1.1	738	559	0	0
Solyc09g060100.3.1	5908	5729	60	3.96782
Solyc03g006950.2.1	2238	2059	0	0
Solyc03g114300.3.1	2676	2497	13	1.97244
Solyc02g011755.1.1	321	142	0	0
Solyc11g010105.1.1	741	562	5	3.37065
Solyc09g092080.3.1	862	683	46.9121	26.0222
Solyc05g055160.3.1	2243	2064	7955.57	1460.3
Solyc06g053780.3.1	2021	1842	191	39.2847
Solyc07g055920.3.1	1156	977	264.47	102.556
Solyc02g062040.3.1	1448	1269	147	43.8869
Solyc05g046390.3.1	754	575	213	140.343
Solyc09g042300.2.1	2512	2333	0	0
Solyc03g044600.2.1	1206	1027	4	1.4756
Solyc11g067270.1.1	1293	1114	2	0.680181
Solyc09g083370.3.1	1089	910	1.64852	0.686328
Solyc09g018235.1.1	789	610	0	0
Solyc03g115845.1.1	300	121	0	0
Solyc07g065280.3.1	693	514	219	161.421
Solyc10g018885.1.1	357	178	6	12.7706
Solyc10g051050.2.1	2773	2594	2	0.292105
Solyc03g007680.3.1	1191	1012	79	29.5751
Solyc03g115800.1.1	1281	1102	0	0
Solyc05g005910.3.1	1815	1636	0	0
Solyc07g032300.1.1	213	36.0583	0	0
Solyc01g091860.3.1	3645	3466	48.2726	5.27657
Solyc12g098660.2.1	1485	1306	86	24.948
Solyc04g057890.3.1	4289	4110	94.4906	8.71016
Solyc06g008960.3.1	4420	4241	54	4.82398
Solyc02g030520.1.1	69	3.93736	0	0
Solyc10g044967.1.1	720	541	0	0
Solyc07g026705.1.1	641	462	0	0
Solyc07g039384.1.1	453	274	0	0
Solyc08g005440.3.1	3192	3013	14	1.76039
Solyc01g005610.3.1	1068	889	0	0
Solyc04g050345.1.1	390	211	0	0
Solyc10g086290.2.1	1363	1184	0	0
Solyc12g035860.1.1	315	136	0	0
Solyc05g016473.1.1	3230	3051	1	0.124176
Solyc02g088954.1.1	675	496	0	0
Solyc08g082330.3.1	484	305	3	3.7265
Solyc05g026050.3.1	1505	1326	163	46.5719
Solyc10g050630.1.1	315	136	0	0
Solyc07g039540.1.1	246	67.0317	0	0
Solyc01g096185.1.1	435	256	6	8.87955
Solyc07g021740.2.1	811	632	0	0
Solyc02g062375.1.1	3217	3038	223.563	27.8799
Solyc12g009620.2.1	1820	1641	79	18.2389
Solyc05g012170.2.1	783	604	0	0
Solyc01g103803.1.1	699	520	0	0
Solyc12g087900.2.1	1377	1198	0	0
Solyc09g090660.3.1	2092	1913	196.683	38.9522
Solyc02g081700.1.1	747	568	254	169.42
Solyc08g079580.1.1	447	268	0	0
Solyc04g057880.3.1	6172	5993	58.5094	3.6988
Solyc05g021090.3.1	1542	1363	1.05253	0.292561
Solyc06g082000.3.1	2271	2092	8	1.4488
Solyc11g045540.1.1	447	268	0	0
Solyc10g084360.1.1	165	12.1958	0	0
Solyc03g062745.1.1	441	262	0	0
Solyc04g050550.2.1	2358	2179	14	2.43417
Solyc05g024454.1.1	521	342	0	0
Solyc09g016957.1.1	339	160	0	0
Solyc09g060170.1.1	1035	856	0	0
Solyc05g055790.3.1	2662	2483	184	28.0751
Solyc01g096255.1.1	405	226	5.87068	9.84147
Solyc05g054170.3.1	4313	4134	114	10.4475
Solyc01g005730.3.1	3708	3529	0	0
Solyc10g018355.1.1	780	601	0	0
Solyc08g076830.1.1	1026	847	3	1.34189
Solyc10g045040.1.1	225	46.6066	0	0
Solyc03g081203.1.1	183	17.7996	0	0
Solyc02g085700.2.1	2892	2713	2739	382.492
Solyc12g008580.2.1	2991	2812	38	5.11974
Solyc08g014290.1.1	1188	1009	65	24.4063
Solyc01g102970.3.1	2799	2620	100	14.4603
Solyc08g044540.1.1	225	46.6066	0	0
Solyc06g060270.3.1	3396	3217	6	0.70661
Solyc06g072570.3.1	1211	1032	190	69.7515
Solyc01g109070.2.1	616	437	10	8.66958
Solyc05g041900.1.1	285	106	0	0
Solyc01g010050.3.1	1875	1696	170.242	38.0296
Solyc08g061450.2.1	1512	1333	1	0.284217
Solyc10g055740.2.1	1711	1532	0	0
Solyc01g086900.3.1	3177	2998	29	3.66476
Solyc11g007120.2.1	1251	1072	96	33.9278
Solyc01g104448.1.1	516	337	0	0
Solyc01g060410.3.1	279	100	0	0
Solyc02g080470.3.1	3187	3008	176	22.1674
Solyc08g045760.1.1	261	82.002	0	0
Solyc11g008720.2.1	2785	2606	84	12.2119
Solyc05g051840.1.1	1134	955	151	59.9036
Solyc02g084550.3.1	1100	921	76	31.2632
Solyc04g017965.1.1	300	121	0	0
Solyc07g045250.1.1	213	36.0583	48	504.331
Solyc02g092420.3.1	2392	2213	11	1.88318
Solyc10g055650.2.1	3037	2858	679.753	90.1092
Solyc07g007290.1.1	1572	1393	3	0.815924
Solyc06g068930.2.1	1137	958	18	7.11847
Solyc05g009050.3.1	4077	3898	1	0.0971936
Solyc04g054730.3.1	2506	2327	67	10.9083
Solyc03g034201.1.1	498	319	0	0
Solyc06g007165.1.1	2062	1883	0	0
Solyc03g013630.3.1	2749	2570	40	5.89667
Solyc03g112200.1.1	756	577	225	147.736
Solyc02g083630.3.1	2225	2046	13.0763	2.42136
Solyc02g092810.3.1	868	689	3	1.64961
Solyc10g082060.1.1	759	580	0	0
Solyc01g087570.2.1	548	369	10	10.2672
Solyc09g063140.3.1	2272	2093	336.732	60.953
Solyc01g060210.3.1	456	277	0	0
Solyc02g069515.1.1	1210	1031	20	7.34939
Solyc02g070210.3.1	1637	1458	9	2.33865
Solyc09g008950.1.1	828	649	15	8.75641
Solyc03g116390.3.1	617	438	5	4.3249
Solyc06g071340.1.1	96	4.87155	0	0
Solyc11g017470.2.1	1385	1206	313	98.3279
Solyc02g030630.1.1	921	742	0	0
Solyc08g083175.1.1	396	217	0	0
Solyc08g048250.3.1	1857	1678	0	0
Solyc12g032937.1.1	345	166	0	0
Solyc09g009190.3.1	2730	2551	194	28.8118
Solyc12g006870.2.1	1232	1053	188	67.6409
Solyc07g008350.3.1	1670	1491	30	7.62295
Solyc08g068640.3.1	5247	5068	0	0
Solyc02g021520.1.1	279	100	0	0
Solyc09g007250.3.1	1648	1469	355	91.5559
Solyc12g087870.2.1	1737	1558	0	0
Solyc03g058213.1.1	309	130	0	0
Solyc02g079280.3.1	1274	1095	4	1.38397
Solyc08g008630.3.1	1303	1124	159	53.5933
Solyc06g005310.3.1	1358	1179	36.4098	11.7
Solyc12g049120.2.1	1332	1153	1	0.328587
Solyc09g072940.2.1	858	679	0	0
Solyc08g075540.3.1	2634	2455	1026	158.334
Solyc09g091510.3.1	1452	1273	356	105.95
Solyc04g016177.1.1	1251	1072	2	0.70683
Solyc03g120050.3.1	1594	1415	13	3.4807
Solyc05g018453.1.1	867	688	0	0
Solyc07g065320.3.1	4946	4767	9	0.715282
Solyc05g013560.3.1	448	269	37	52.111
Solyc01g108380.2.1	1059	880	0	0
Solyc06g035943.1.1	780	601	0	0
Solyc08g006251.1.1	678	499	0	0
Solyc05g025810.3.1	1306	1127	0	0
Solyc03g115350.2.1	507	328	0	0
Solyc12g011190.2.1	1418	1239	12	3.66935
Solyc11g071423.1.1	2259	2080	18.4808	3.36618
Solyc10g045555.1.1	393	214	0	0
Solyc08g080585.1.1	714	535	7.0535	4.99494
Solyc02g005115.1.1	550	371	0	0
Solyc02g086660.3.1	3546	3367	78.7757	8.86398
Solyc04g070987.1.1	535	356	7.34354	7.81512
Solyc03g096193.1.1	399	220	0	0
Solyc10g074520.2.1	1668	1489	75	19.083
Solyc02g065360.3.1	2862	2683	24	3.38899
Solyc01g020570.2.1	1065	886	1.03589	0.442954
Solyc02g076790.3.1	1037	858	47	20.7534
Solyc03g080115.1.1	945	766	0	0
Solyc03g005470.3.1	839	660	16	9.1845
Solyc05g047540.3.1	4664	4485	12.0799	1.02043
Solyc11g020471.1.1	882	703	0	0
Solyc05g005770.3.1	1621	1442	89	23.3832
Solyc03g044420.2.1	1271	1092	23	7.97967
Solyc06g072135.1.1	1409	1230	3	0.924051
Solyc04g054760.3.1	876	697	20	10.8712
Solyc05g014177.1.1	448	269	0	0
Solyc03g111705.1.1	792	613	0	0
Solyc07g015850.1.1	507	328	0	0
Solyc03g063290.3.1	850	671	41	23.1495
Solyc09g020190.3.1	2061	1882	108	21.7412
Solyc11g008340.2.1	3580	3401	225	25.0643
Solyc12g019777.1.1	477	298	0	0
Solyc09g082740.1.1	288	109	0	0
Solyc03g051820.1.1	411	232	0	0
Solyc01g108820.1.1	768	589	12	7.71873
Solyc09g008917.1.1	192	21.9418	0	0
Solyc11g072320.2.1	4765	4586	409.037	33.7916
Solyc03g112770.3.1	871	692	225	123.185
Solyc04g054430.2.1	1054	875	3	1.29895
Solyc10g052660.2.1	600	421	400.629	360.529
Solyc04g083160.2.1	2894	2715	16	2.2327
Solyc02g088510.3.1	1452	1273	44	13.095
Solyc02g086920.2.1	2778	2599	0	0
Solyc04g039830.2.1	636	457	0	0
Solyc08g062387.1.1	405	226	0	0
Solyc03g117720.3.1	1465	1286	31	9.13273
Solyc04g074165.1.1	420	241	21	33.0128
Solyc07g063080.3.1	2851	2672	2	0.283578
Solyc11g062195.1.1	489	310	0	0
Solyc07g062020.2.1	849	670	0	0
Solyc04g050823.1.1	585	406	0	0
Solyc01g108080.3.1	384	205	0	0
Solyc08g066460.2.1	935	756	1	0.501139
Solyc08g006000.3.1	1005	826	115	52.747
Solyc03g007825.1.1	885	706	15.6933	8.42152
Solyc03g031655.1.1	882	703	7.21744	3.88963
Solyc09g066400.2.1	1555	1376	0	0
Solyc01g091800.3.1	1494	1315	15	4.32161
Solyc06g054690.3.1	2403	2224	98	16.6944
Solyc12g056673.1.1	810	631	0	0
Solyc09g065250.2.1	962	783	4	1.93543
Solyc04g049485.1.1	625	446	0	0
Solyc09g084460.3.1	645	466	16.3945	13.3288
Solyc02g067925.1.1	7689	7510	100.107	5.05015
Solyc12g006750.1.1	252	73.0112	0	0
Solyc03g122240.3.1	3244	3065	61	7.54013
Solyc01g109550.2.1	978	799	6	2.84501
Solyc06g007920.2.1	490	311	0	0
Solyc01g109780.3.1	2980	2801	107.635	14.5586
Solyc06g008460.2.1	390	211	13.5971	24.4142
Solyc06g011460.1.1	600	421	0	0
Solyc01g081630.3.1	2503	2324	2	0.326042
Solyc09g011040.1.1	1290	1111	1	0.341009
Solyc01g080080.3.1	1806	1627	78	18.163
Solyc10g081420.2.1	6066	5887	0	0
Solyc06g005780.1.1	357	178	0	0
Solyc01g094080.3.1	2132	1953	3	0.581967
Solyc06g069570.3.1	1494	1315	847.105	244.057
Solyc01g104590.3.1	2202	2023	575	107.684
Solyc02g067510.3.1	922	743	19	9.68823
Solyc12g062920.2.1	195	23.5677	2	32.1508
Solyc12g007050.1.1	198	25.324	0	0
Solyc03g026413.1.1	183	17.7996	0	0
Solyc09g064220.2.1	438	259	0	0
Solyc12g038970.2.1	2016	1837	244	50.3223
Solyc07g032745.1.1	1125	946	0	0
Solyc02g078430.3.1	795	616	1	0.615034
Solyc10g054040.2.1	1864	1685	0	0
Solyc03g121770.2.1	2064	1885	0	0
Solyc09g072870.3.1	1463	1284	353	104.157
Solyc03g063690.1.1	1791	1612	12	2.8203
Solyc11g067200.2.1	4337	4158	172	15.672
Solyc09g055900.3.1	1694	1515	1	0.250073
Solyc01g105230.3.1	7135	6956	538.353	29.3216
Solyc03g120475.1.1	919	740	26	13.3113
Solyc08g007950.3.1	3366	3187	160	19.0203
Solyc06g050185.1.1	204	29.2345	0	0
Solyc04g016060.1.1	846	667	6	3.40804
Solyc02g062170.3.1	1014	835	0	0
Solyc08g076500.3.1	207	31.3862	0	0
Solyc08g066190.2.1	2450	2271	7.29025	1.2162
Solyc09g007320.3.1	2220	2041	121.758	22.6014
Solyc05g012550.3.1	1211	1032	2.16623	0.795251
Solyc06g073033.1.1	438	259	0	0
Solyc02g090135.1.1	2374	2195	1	0.172602
Solyc06g051060.3.1	1647	1468	0	0
Solyc03g007500.3.1	2046	1867	33.8255	6.86404
Solyc07g042093.1.1	654	475	0	0
Solyc06g076130.3.1	5236	5057	14	1.04885
Solyc06g076910.2.1	6763	6584	0	0
Solyc12g013870.2.1	1226	1047	74	26.7772
Solyc02g081570.3.1	2085	1906	53.1342	10.5616
Solyc07g005740.1.1	1431	1252	8	2.42084
Solyc02g086850.2.1	2888	2709	0	0
Solyc11g011130.2.1	1870	1691	105	23.5248
Solyc03g118660.3.1	1672	1493	20	5.07516
Solyc05g009890.1.1	1362	1183	12	3.84305
Solyc02g030220.1.1	1017	838	5	2.26051
Solyc02g069547.1.1	744	565	0	0
Solyc09g008940.3.1	1682	1503	22	5.54553
Solyc05g006323.1.1	1341	1162	157	51.1886
Solyc01g100590.3.1	1474	1295	186	54.4155
Solyc11g068810.2.1	709	530	109	77.9167
Solyc10g047480.1.1	1443	1264	0	0
Solyc01g086970.3.1	585	406	724	675.604
Solyc02g069730.3.1	1243	1064	0	0
Solyc09g055235.1.1	561	382	0	0
Solyc07g025120.1.1	234	55.1953	0	0
Solyc09g097865.1.1	3472	3293	3	0.345151
Solyc06g073100.3.1	1203	1024	1	0.369981
Solyc10g080045.1.1	1790	1611	14	3.2924
Solyc06g060970.2.1	6163	5984	7.7346	0.489695
Solyc06g066470.3.1	240	61.0822	0	0
Solyc03g025340.1.1	1050	871	292	127.012
Solyc02g091570.1.1	1125	946	0	0
Solyc03g118120.3.1	830	651	12	6.98361
Solyc12g013480.2.1	197	24.7239	0	0
Solyc02g068620.1.1	375	196	0	0
Solyc03g082975.1.1	456	277	65.1402	89.0941
Solyc12g089293.1.1	768	589	0	0
Solyc12g096130.2.1	84	4.40283	0	0
Solyc01g080530.3.1	1352	1173	104	33.5904
Solyc05g014980.3.1	1193	1014	155	57.9126
Solyc04g024340.3.1	972	793	88	42.0426
Solyc03g081290.1.1	297	118	0	0
Solyc02g069230.3.1	4256	4077	327	30.3869
Solyc12g099420.2.1	2427	2248	96	16.1791
Solyc02g030185.1.1	1050	871	0	0
Solyc11g012840.2.1	1311	1132	124.408	41.6374
Solyc09g098470.2.1	2529	2350	0	0
Solyc08g006290.2.1	798	619	0	0
Solyc03g005730.3.1	1807	1628	428	99.6022
Solyc02g083130.3.1	1482	1303	9	2.61684
Solyc03g025860.3.1	1991	1812	12	2.50901
Solyc04g005030.3.1	2062	1883	329	66.195
Solyc01g073940.3.1	2300	2121	256	45.7277
Solyc08g062700.3.1	2066	1887	334	67.0586
Solyc06g084170.3.1	406	227	0	0
Solyc11g050810.1.1	720	541	0	0
Solyc03g083385.1.1	372	193	0	0
Solyc09g066495.1.1	479	300	48.1586	60.818
Solyc06g008150.3.1	2569	2390	99	15.6934
Solyc09g075560.1.1	1104	925	25	10.2395
Solyc01g103945.1.1	303	124	0	0
Solyc05g053715.1.1	243	64.0516	0	0
Solyc01g067360.3.1	1402	1223	65	20.1357
Solyc08g041660.1.1	192	21.9418	0	0
Solyc07g065970.2.1	828	649	19	11.0915
Solyc06g072550.3.1	925	746	0	0
Solyc12g015750.1.1	468	289	0	0
Solyc06g043034.1.1	1068	889	0	0
Solyc01g109710.3.1	1132	953	48	19.0822
Solyc04g081165.1.1	215	37.7159	0	0
Solyc07g041440.2.1	333	154	0	0
